,ep,time,reward,cum_score,best_score,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,states
241,241,2.580000000000002,-309.8,-298.37316735822986,873.8999999999996,1.2506331241026074,1.9626125841823907,0.0,0.5596332570395001,0.32462310931843924,-24.882989500582447,"[1.22213419 1.94235869 0.22397316 4.43162188 2.10763412 0.
 1.23923835 1.95238053 0.         0.78266902 3.08680618 0.
 1.25063312 1.96261258 0.         2.53352054 3.89102116 0.        ]"
242,242,2.580000000000002,-309.8,-298.42038567493137,873.8999999999996,1.0079492621769301,1.9427848828994143,0.0,1.7942526642889192,0.12032913698521343,-24.43886104672108,"[0.96498422 1.93610828 0.1553082  1.12675258 4.93094639 0.
 0.97933207 1.93945738 0.         5.59399093 4.52864337 0.
 1.00794926 1.94278488 0.         2.22048839 3.17591879 0.        ]"
243,243,2.580000000000002,-309.8,-298.4672153635119,873.8999999999996,0.9227384371150866,1.8886989504881357,0.0,-1.9179245791742088,-0.049012532834403856,-24.527521761910066,"[0.97032265 1.8902273  0.16733258 1.03433349 1.33607251 0.
 0.95378872 1.88956786 0.         5.46336671 1.56279148 0.
 0.92273844 1.88869895 0.         2.06522494 1.0336645  0.        ]"
244,244,2.580000000000002,-309.8,-298.5136612021861,873.8999999999996,0.9901344889143873,1.9234813923262648,0.0,0.3955004295955816,-0.2583036982639464,-24.776915564806924,"[0.97791505 1.92106246 0.16033248 0.6339044  4.72277077 0.
 0.98194824 1.92430221 0.         1.21026219 3.06638233 0.
 0.99013449 1.92348139 0.         1.78664701 1.08854385 0.        ]"
245,245,2.580000000000002,-309.8,-298.55972789115674,873.8999999999996,0.9863939358432516,1.9104566354369032,0.0,-0.5271484803692007,-0.07160878484328831,-24.87294369206658,"[0.99583648 1.90848475 0.16640216 0.72421441 0.86833861 0.
 0.99373448 1.9104644  0.         1.30174222 1.74762436 0.
 0.98639394 1.91045664 0.         1.87923499 2.62286155 0.        ]"
246,246,2.580000000000002,-309.8,-298.60542005420086,873.8999999999996,0.9830363758637777,1.9222766562560785,0.0,-0.834195866459159,0.6739667037177995,-24.47414750693177,"[0.99790239 1.90537557 0.17351384 1.18953292 0.65469999 0.
 0.99462585 1.9112125  0.         2.08694858 1.15160364 0.
 0.98303638 1.92227666 0.         2.82013531 1.07131311 0.        ]"
247,247,2.580000000000002,-309.8,-298.65074224021623,873.8999999999996,0.9885261739408975,1.8790396338456627,0.0,-0.4773014022892391,0.20929049523549864,-24.551763580028155,"[0.99560802 1.87333899 0.17009121 0.45155205 0.52365241 0.
 0.99444334 1.87577855 0.         1.02773252 0.90169446 0.
 0.98852617 1.87903963 0.         1.6039374  0.72175283 0.        ]"
248,248,2.580000000000002,-309.8,-298.6956989247315,873.8999999999996,0.9812752700381818,1.9184293190823172,0.0,-0.017403461772764525,0.10589649340050213,-24.975225057914656,"[0.98192971 1.9170369  0.1623511  0.7622898  0.00731538 0.
 0.98160773 1.91774863 0.         1.33933877 0.0073929  0.
 0.98127527 1.91842932 0.         1.91635068 0.00746856 0.        ]"
249,249,2.580000000000002,-309.8,-298.7402945113792,873.8999999999996,1.0091676946236203,1.9372413715093293,0.0,0.007544549606470432,0.07592917409660077,-25.016180519402514,"[1.00887226 1.93557587 0.16378478 0.68727496 6.28175948 0.
 1.00901947 1.93671878 0.         1.26348745 6.28175272 0.
 1.00916769 1.93724137 0.         1.83971961 6.28174691 0.        ]"
250,250,2.580000000000002,-309.4,-298.78293333333363,873.8999999999996,0.97461618718285,-0.016649493578757658,0.0,-0.8738570151918607,-1.8643289416971913,-24.36066204042002,"[ 0.98931061  0.05659003  0.54282987  5.9570728   0.58854297  0.
  0.98626052  0.0206263   0.061618    3.156868    1.02309785  0.
  0.97461619 -0.01664949  0.          5.51112445  0.88324774  0.        ]"
251,251,5.0399999999999805,-240.10000000000002,-298.5491367861889,873.8999999999996,-10.86040256356266,-7.892355137108421,49.755505265790305,-4.851086556101362,-3.0201224173842105,-15.592854389428373,"[-10.66179493  -7.78572745  50.35421179   0.64189747   2.85324935
   0.         -10.76134384  -7.83557982  50.06103655   0.65457026
   3.43009655   0.         -10.86040256  -7.89235514  49.75550527
   0.66729777   4.00694988   0.        ]"
252,252,2.760000000000002,-310.0,-298.59457671957705,873.8999999999996,-0.18184979880181043,0.15704842052204765,0.0,3.263461135243054,-2.8636724420976782,-26.43140765703327,"[-0.30131363  0.25301012  0.          5.53067377  5.24177871  0.
 -0.2451845   0.20958396  0.          5.52260409  5.81797756  0.
 -0.1818498   0.15704842  0.          5.5146759   0.11119446  0.        ]"
253,253,2.760000000000002,-310.0,-298.6396574440056,873.8999999999996,-1.9937406730568,-0.15049432482559977,0.0,0.1364973602997016,-3.9046053900735056,-28.176547703399887,"[-1.99710285 -0.02210382  0.          5.19267302  5.76009165  0.
 -1.9968154  -0.07952787  0.          5.17598893  0.05381553  0.
 -1.99374067 -0.15049432  0.          5.15958534  0.63064551  0.        ]"
254,254,2.640000000000002,-309.8,-298.68359580052527,873.8999999999996,-1.9514874391065464,-0.8410584016273157,0.0,-2.3462349650662904,-2.383205425295218,-33.78769952103383,"[-1.86466479 -0.71810695  0.21612101  4.68292864  2.44531483  0.
 -1.905377   -0.78610447  0.          4.66869542  3.02221011  0.
 -1.95148744 -0.8410584   0.          4.65474731  3.59913726  0.        ]"
255,255,2.820000000000002,-310.0,-298.7279738562095,873.8999999999996,-2.158676708724944,0.42696189886232855,0.0,-0.8786567047635516,-0.8505735257197312,-22.74130552494142,"[-2.12201468  0.46925687  0.          1.40527982  4.32197854  0.
 -2.14152808  0.44719319  0.          1.74107769  0.14646565  0.
 -2.15867671  0.4269619   0.          1.40130216  1.61289558  0.        ]"
256,256,2.940000000000002,-310.0,-298.77200520833367,873.8999999999996,-2.306376315719388,0.4502795516512832,0.0,-0.8850000314240094,0.4644909865351945,-20.29367867816484,"[-2.25714761  0.43715214  0.          2.70695151  4.6817039   0.
 -2.28569821  0.4425418   0.          2.72132151  5.2585152   0.
 -2.30637632  0.45027955  0.          2.13961228  5.83519516  0.        ]"
257,257,2.760000000000002,-309.5,-298.81374837872926,873.8999999999996,-2.07587189983796,0.3328542441212795,0.0,-0.06196987429651887,-1.0020657302331029,-24.099693265174214,"[-2.07191587  0.37210812  0.46150095  6.19493101  5.67326342  0.
 -2.07457667  0.35273132  0.          6.20803286  6.24932359  0.
 -2.0758719   0.33285424  0.          6.22142009  0.54225253  0.        ]"
258,258,2.760000000000002,-308.9,-298.8528423772613,873.8999999999996,-1.9033445078687148,0.9018820543636944,0.0,-0.4307390420728866,-0.19872755278149895,-25.6972750700466,"[-1.88506547  0.90867539  0.79699149  3.23166464  5.70331716  0.
 -1.89472387  0.90556032  0.29564145  3.49814059  6.27914509  0.
 -1.90334451  0.90188205  0.          3.74459959  0.57176533  0.        ]"
259,259,2.760000000000002,-308.9,-298.89163449163476,873.8999999999996,-1.864966638853381,0.8737580809660384,0.0,-0.1867844291407229,0.2423891298274583,-23.714569918597157,"[-1.85438884  0.87435734  0.77341681  0.86311254  5.6002735   0.
 -1.86079289  0.87193685  0.29490435  1.20073784  6.17647828  0.
 -1.86496664  0.87375808  0.          0.89248234  0.46955277  0.        ]"
260,260,2.880000000000002,-310.0,-298.93435897435927,873.8999999999996,-2.244239794088703,-0.33368749048525526,0.0,-2.0832605350824895,-2.495414095411811,-19.392310555066963,"[-2.15382166 -0.26025989  0.          1.67825321  2.95615101  0.
 -2.19977086 -0.29025341  0.          1.6936331   3.53363555  0.
 -2.24423979 -0.33368749  0.          1.70885109  4.11113578  0.        ]"
261,261,2.700000000000002,-310.0,-298.9767560664115,873.8999999999996,-1.9673105013605674,-0.13410908506049976,0.0,-0.9266179019161052,0.6025493275531422,-32.138857166706835,"[-1.90446702 -0.14754694  0.          4.16650081  3.93464752  0.
 -1.94163645 -0.14419923  0.          4.13210225  4.50992417  0.
 -1.9673105  -0.13410909  0.          4.09762396  5.08519362  0.        ]"
262,262,2.760000000000002,-309.3,-299.01615776081456,873.8999999999996,-2.055912607026779,0.8249556169062856,0.0,-0.020524689965663034,-1.0226575296143599,-24.065632249661274,"[-2.05472967  0.8576412   0.63023852  5.80894851  5.80827352  0.
 -2.05583691  0.8433909   0.14711303  5.79425575  0.10216753  0.
 -2.05591261  0.82495562  0.          5.77946993  0.67925897  0.        ]"
263,263,2.700000000000002,-309.5,-299.05602027883424,873.8999999999996,-2.016087107468882,-1.0236131780542803,0.0,-0.8467754777833013,-3.734721485477343,-29.690534830498187,"[-1.95492139 -0.87580027  0.48255013  5.26865808  3.96837028  0.
 -1.99184728 -0.95012397  0.          5.25877476  4.54477776  0.
 -2.01608711 -1.02361318  0.          5.24881938  5.12114535  0.        ]"
264,264,2.640000000000002,-310.0,-299.097474747475,873.8999999999996,-1.9668375841138754,-0.5787539076108376,0.0,-2.29836616824581,-1.0854016246658489,-33.99190164161221,"[-1.88073944 -0.50696891  0.          4.48052279  2.46657738  0.
 -1.92144658 -0.54973513  0.          4.4604912   3.0439659   0.
 -1.96683758 -0.57875391  0.          4.44039505  3.62136143  0.        ]"
265,265,2.880000000000002,-309.7,-299.1374842767298,873.8999999999996,-2.208636487108011,-0.30634377409700314,0.0,-2.1303306727810405,-1.7311997636617122,-18.97794484176562,"[-2.11912143 -0.25948968  0.30843475  1.93170971  2.86690389  0.
 -2.16398183 -0.27724989  0.          1.95760843  3.4432888   0.
 -2.20863649 -0.30634377  0.          1.98363378  4.01964553  0.        ]"
266,266,2.760000000000002,-308.9,-299.1741854636594,873.8999999999996,-1.8529959088335808,0.8779844063006996,0.0,0.020964769311326674,-0.1069737706184067,-23.730753144221367,"[-1.85295622  0.88249593  0.76609456  0.02520039  5.74235986  0.
 -1.85348298  0.88017569  0.29062197  0.02928374  0.0355456   0.
 -1.85299591  0.87798441  0.          0.03327338  0.61191313  0.        ]"
267,267,2.760000000000002,-309.1,-299.2113607990015,873.8999999999996,-1.9371971102348553,0.8604098584118084,0.0,0.018092624421767872,-0.5445128439453918,-23.90860806866263,"[-1.93537016  0.8789712   0.72480979  6.03347871  5.59043817  0.
 -1.9373387   0.87059794  0.24478753  6.03596283  6.1665595   0.
 -1.93719711  0.86040986  0.          6.03878175  0.4595142   0.        ]"
268,268,2.640000000000002,-309.4,-299.249378109453,873.8999999999996,-1.8126191751779623,-0.40231290214514337,0.0,-2.215304820539662,-0.8968843896932653,-32.76892019461191,"[-1.73249914 -0.33994793  0.5583146   4.38886196  2.32731761  0.
 -1.7696016  -0.37754058  0.          4.36235503  2.90441208  0.
 -1.81261918 -0.4023129   0.          4.33578299  3.48147172  0.        ]"
269,269,2.760000000000002,-308.9,-299.2852540272617,873.8999999999996,-1.8095705543090383,0.9499871966284581,0.0,0.06151683983091788,-0.09772265697828098,-23.721879402812057,"[-1.80998416  0.95582718  0.80521197  0.24808101  5.64041561  0.
 -1.81066887  0.95233403  0.32885532  0.2542219   6.21667779  0.
 -1.80957055  0.9499872   0.          0.26056709  0.50974436  0.        ]"
270,270,2.760000000000002,-309.9,-299.3245679012348,873.8999999999996,-2.0462217164521137,-0.25743696489331214,0.0,0.0027868170321389343,-3.355716237877723,-25.852793583457835,"[-2.04525737 -0.13720125  0.08590484  5.64043639  5.77486651  0.
 -2.04654473 -0.19378266  0.          5.63876255  0.06786454  0.
 -2.04622172 -0.25743696  0.          5.63718777  0.64412397  0.        ]"
271,271,2.640000000000002,-309.09999999999997,-299.3606396063963,873.8999999999996,-1.9130844572767993,-0.8127725769134925,0.0,-2.3591680056307593,-2.920888167473796,-32.59809156897367,"[-1.82953467 -0.67043495  0.7668424   4.74834419  2.30648115  0.
 -1.86771642 -0.74744248  0.13490182  4.7339537   2.88325703  0.
 -1.91308446 -0.81277258  0.          4.71973542  3.46005002  0.        ]"
272,272,2.760000000000002,-308.9,-299.3957107843139,873.8999999999996,-1.9030499236078373,0.8467257853481341,0.0,0.030651655990242357,-0.34068436913069344,-23.74227337609157,"[-1.90231761  0.85759608  0.79408163  6.07012235  5.6459879   0.
 -1.90354113  0.85291345  0.31759228  6.05253611  6.22120642  0.
 -1.90304992  0.84672579  0.          6.0348377   0.51322395  0.        ]"
273,273,2.760000000000002,-309.1,-299.43125763125784,873.8999999999996,-1.8635130382970868,0.742158096256873,0.0,0.10084233999773765,-1.5346143471507714,-24.491586145333752,"[-1.86582646  0.79062859  0.69825485  5.65240757  5.73326068  0.
 -1.86563247  0.76964797  0.20679299  5.6358069   0.02660365  0.
 -1.86351304  0.7421581   0.          5.61896819  0.60305177  0.        ]"
274,274,2.880000000000002,-310.0,-299.46982968369855,873.8999999999996,-2.2494402014237544,-0.5352042988089383,0.0,-2.095881508853632,-3.165849924809921,-20.100570396422285,"[-2.15904703 -0.43615192  0.          1.51308794  2.93496462  0.
 -2.20484792 -0.4787016   0.          1.53126646  3.51179741  0.
 -2.2494402  -0.5352043   0.          1.54926074  4.08866827  0.        ]"
275,275,2.760000000000002,-308.9,-299.5041212121214,873.8999999999996,-1.8996237024907818,0.9926180630616059,0.0,0.0001780691488626647,0.011285782296021871,-23.71534589883648,"[-1.89896834  0.9925099   0.76507295  0.03941129  5.76429547  0.
 -1.89974536  0.9924683   0.28991453  0.0434981   0.05887763  0.
 -1.8996237   0.99261806  0.          0.04798574  0.63663649  0.        ]"
276,276,2.880000000000002,-310.0,-299.5421497584543,873.8999999999996,-2.1678327920209934,-0.23843746229448892,0.0,-2.030976910906077,-2.2325298916929293,-19.408261674596137,"[-2.07894317 -0.17319508  0.          1.81169169  2.98520334  0.
 -2.12430062 -0.19963659  0.          1.83611045  3.56157956  0.
 -2.16783279 -0.23843746  0.          1.8604396   4.13797223  0.        ]"
277,277,5.0399999999999805,312.03333333333313,-297.33429602888106,873.8999999999996,-5.187460287945411,-5.336744435996846,31.486506347029376,-3.192971484059741,-4.175608782200959,-13.251316174087464,"[-5.06574741 -5.18519086 32.02970541  2.37714261  2.46950122  0.
 -5.12418008 -5.25723057 31.75504462  2.41746703  3.04610789  0.
 -5.18746029 -5.33674444 31.48650635  2.45751832  3.62275342  0.        ]"
278,278,5.0399999999999805,-239.66666666666669,-297.12685851318963,873.8999999999996,-0.9581054099922205,22.04126279627731,49.62429076601022,-0.9713747592001221,6.172765801108369,-2.599456280103488,"[-0.92888148 21.79479175 49.72149432  2.5511752   1.59916818  0.
 -0.94108233 21.91797177 49.67460893  3.12658037  1.67777118  0.
 -0.95810541 22.0412628  49.62429077  3.70196133  1.75492686  0.        ]"
279,279,5.0399999999999805,-245.46666666666664,-296.9416965352451,873.8999999999996,-2.5875202807544473,0.5200730751715388,55.54882298336822,-2.206548111190024,-2.507550191032036,3.763438786223118,"[-2.50363153  0.61359184 55.37856219  5.10864894  2.4650667   0.
 -2.54385032  0.56678831 55.46814323  0.76440023  3.04224978  0.
 -2.58752028  0.52007308 55.54882298  2.20736741  3.6194713   0.        ]"
280,280,5.0399999999999805,-226.93333333333334,-296.69166666666683,873.8999999999996,-3.7564301961696915,2.8183075701863967,36.658574596934,-2.797201775615045,0.09757806491187249,-14.069380378595689,"[-3.6517224   2.82388235 37.19358288  5.69719077  2.39826098  0.
 -3.70145227  2.8186891  36.93275243  5.83778896  2.97452373  0.
 -3.7564302   2.81830757 36.6585746   5.97382286  3.55081522  0.        ]"
281,281,5.0399999999999805,-246.8,-296.51411625148296,873.8999999999996,-2.1159644034030465,6.423445194398229,57.01612650176418,-1.3143843147416283,1.2051073774954282,9.312324862691067,"[-2.07098415  6.37027023 56.64956996  2.30231391  2.24493219  0.
 -2.09098342  6.39837004 56.83177691  2.87976884  2.82175382  0.
 -2.1159644   6.42344519 57.0161265   3.4572546   3.39863704  0.        ]"
282,282,5.0399999999999805,-246.9,-296.3381796690309,873.8999999999996,-2.2361238632636065,10.233112508539607,57.063031786506876,-1.3238281948431623,3.080936577240189,9.304761377243416,"[-2.18827091 10.10756461 56.69804244  2.50968056  2.40236673  0.
 -2.21030793 10.1713313  56.87899977  3.08683565  2.97898704  0.
 -2.23612386 10.23311251 57.06303179  3.66398997  3.55562624  0.        ]"
283,283,5.0399999999999805,-246.53333333333336,-296.162190812721,873.8999999999996,-2.297906935605098,10.026804792542862,56.731811657420224,-1.3204626769370038,1.1249532611289308,9.318741473573008,"[-2.24856819  9.97839366 56.3663255   2.45783306  2.50073878  0.
 -2.27175718 10.00389016 56.54751719  3.03408507  3.07725013  0.
 -2.29790694 10.02680479 56.73181166  3.61029669  3.65375207  0.        ]"
284,284,5.0399999999999805,-244.8,-295.9813380281692,873.8999999999996,-2.957972136493777,7.137057471913792,54.86408011140556,-3.324974176696971,2.5330298448948865,4.577775169578487,"[-2.82962304  7.06229679 54.6736699   4.2577088   2.5291      0.
 -2.89168168  7.0935261  54.76992588  4.78599372  3.10575132  0.
 -2.95797214  7.13705747 54.86408011  5.24400458  3.68244955  0.        ]"
285,285,4.559999999999991,-309.8,-296.0298245614037,873.8999999999996,-6.759545231251703,-5.83136881668558,0.0,-2.775906206296882,-2.0829095851000274,-29.451130744863246,"[-6.67667853 -5.74481096  0.2335268   4.55822802  1.15558684  0.
 -6.71121162 -5.78789107  0.          4.58202158  1.73371781  0.
 -6.75954523 -5.83136882  0.          4.60546957  2.31186287  0.        ]"
286,286,5.0399999999999805,-247.0666666666667,-295.8586247086249,873.8999999999996,-2.2065960411943504,8.224652837327612,57.2473536104457,-1.318867809135835,1.1401838527347146,9.404092589703412,"[-2.15842327  8.17474018 56.87809247  2.38721647  2.4336294   0.
 -2.18075122  8.20116552 57.06131047  2.96352843  3.01111381  0.
 -2.20659604  8.22465284 57.24735361  3.53979471  3.58862218  0.        ]"
287,287,5.0399999999999805,-244.56666666666666,-295.6799070847853,873.8999999999996,-2.0972119759508816,25.15922733615415,54.727574632730104,-1.2938262430774525,7.219745706674708,8.432075066404655,"[-2.05240747 24.86759311 54.39795819  2.4060656   2.30738782  0.
 -2.0724524  25.01448031 54.56121517  2.98306967  2.88397872  0.
 -2.09721198 25.15922734 54.72757463  3.56013761  3.46055568  0.        ]"
288,288,5.0399999999999805,-245.63333333333333,-295.50613425925945,873.8999999999996,-2.2605810075242743,19.022050702232296,55.807286790372,-1.3169126699229594,7.643751667325121,8.399054687529151,"[-2.21484001 18.71556819 55.47870326  2.54887724  2.29780983  0.
 -2.23535449 18.86938017 55.64143076  3.12534596  2.87478099  0.
 -2.26058101 19.0220507  55.80728679  3.7018325   3.45178539  0.        ]"
289,289,5.0399999999999805,-246.5,-295.3365628604385,873.8999999999996,-2.4680241253243467,-5.175953214442072,56.683104699500966,-1.3720353462370016,-3.860044526451476,9.210830152813282,"[-2.41892718 -5.0271971  56.31993665  2.27317417  2.33543317  0.
 -2.44147561 -5.09984878 56.50059045  2.84969405  2.91134418  0.
 -2.46802413 -5.17595321 56.6831047   3.42625403  3.48718598  0.        ]"
290,290,5.0399999999999805,-246.76666666666665,-295.16908045977027,873.8999999999996,-2.406376471720354,6.855673878849993,56.941817669421475,-1.3478336550569248,2.242922137428918,9.3727035594674,"[-2.35652142  6.76411174 56.57426309  2.55508694  2.46401981  0.
 -2.37982513  6.81080288 56.75642806  3.13240973  3.04109996  0.
 -2.40637647  6.85567388 56.94181767  3.70969481  3.61823972  0.        ]"
291,291,5.0399999999999805,-246.9,-295.0032073310425,873.8999999999996,-2.348663576800839,-4.900223161340075,57.10958993782749,-1.2899264702505304,-4.341364826002253,9.333134438640727,"[-2.29750612 -4.72935151 56.74342788  2.49846074  2.66957971  0.
 -2.32241062 -4.81360043 56.92499281  3.07548394  3.24782384  0.
 -2.34866358 -4.90022316 57.10958994  3.65248414  3.82605224  0.        ]"
292,292,5.0399999999999805,-245.33333333333331,-294.8331050228312,873.8999999999996,-2.495748144647353,-15.849254497639436,55.506039656003615,-1.326396498874589,-8.446684359156757,8.585098617458353,"[ -2.44397966 -15.51466462  55.16919245   2.41676984   2.60701001
   0.          -2.46904166 -15.68068549  55.33635462   2.99362691
   3.18291913   0.          -2.49574814 -15.8492545   55.50603966
   3.57048739   3.75872433   0.        ]"
293,293,5.0399999999999805,-246.8,-294.6691695108079,873.8999999999996,-2.1508018418400496,9.207613591084602,56.980525714132604,-1.3010562498522904,1.4844914458107803,9.393195223212985,"[-2.10236445  9.14576757 56.61209238  2.51918727  2.49169553  0.
 -2.12507717  9.17775529 56.79472178  3.09559509  3.06768623  0.
 -2.15080184  9.20761359 56.98052571  3.67198594  3.64362509  0.        ]"
294,294,5.0399999999999805,-247.0,-294.5070294784582,873.8999999999996,-2.2061886207939243,3.750469846571583,57.19793071746999,-1.3256785864924443,-1.1212507692034295,9.32370258503072,"[-2.15945794  3.78916019 56.83051244  2.23742202  2.31965122  0.
 -2.18065951  3.77163918 57.01324055  2.81357187  2.8962958   0.
 -2.20618862  3.75046985 57.19793072  3.38973168  3.47291259  0.        ]"
295,295,5.0399999999999805,-237.10000000000002,-294.31242937853125,873.8999999999996,-3.060264786692249,-9.124339071556227,47.04021102591337,-2.220774724098066,-5.096980368913091,-5.130812761395372,"[-2.97270616 -8.90960425 47.21155409  5.79597265  2.65678289  0.
 -3.01514317 -9.01973082 47.13411831  5.87944339  3.23493375  0.
 -3.06026479 -9.12433907 47.04021103  5.9615239   3.81299593  0.        ]"
296,296,5.0399999999999805,-246.9,-294.1522522522524,873.8999999999996,-2.3785770576219867,6.283708883531342,57.07611326628355,-1.356734452419344,2.2087854343584676,9.338242146983642,"[-2.32993526  6.1922236  56.70951958  2.45375312  2.36819585  0.
 -2.35224042  6.23913512 56.89138974  3.03069494  2.94551166  0.
 -2.37857706  6.28370888 57.07611327  3.60765196  3.52279786  0.        ]"
297,297,5.0399999999999805,-305.2,-294.18945005611687,873.8999999999996,-8.149941973368326,23.559341890682482,1.0279598206297047,-3.136041329680928,7.376480942201233,-28.830541034919076,"[-8.0236987  23.24480134  2.17715234  0.50462682  2.63034401  0.
 -8.08686333 23.40605917  1.60385738  1.07933537  3.20825061  0.
 -8.14994197 23.55934189  1.02795982  1.65386928  3.78615979  0.        ]"
298,298,5.0399999999999805,-280.2,-294.1425055928413,873.8999999999996,-5.479974240605314,4.67424729561188,9.516118689779368,-2.7006701552830017,0.616246603778158,-21.158366571504803,"[-5.37616718  4.65191751 10.36921383  3.27005496  2.37696765  0.
 -5.42640142  4.66247557  9.94061327  3.28975509  2.95286171  0.
 -5.47997424  4.6742473   9.51611869  3.30947615  3.52877435  0.        ]"
299,299,5.0399999999999805,-235.33333333333334,-293.94581939799343,873.8999999999996,-3.806324205088698,9.011538651968216,45.15611278254649,-3.4066965862860714,3.2091179681223334,-8.793124101646198,"[-3.68230183  8.8901584  45.48737124  1.98533091  2.21841274  0.
 -3.74039467  8.95103582 45.32515108  5.6300956   2.79465065  0.
 -3.80632421  9.01153865 45.15611278  1.77843626  3.37085935  0.        ]"
300,300,5.0399999999999805,-247.0,-293.78933333333345,873.8999999999996,-2.2773807460609907,6.951691528222613,57.183624607169634,-1.329382468327256,1.558183744275146,9.430345460975271,"[-2.22878732  6.88740682 56.81352725  2.54689427  2.42944012  0.
 -2.25134138  6.92047362 56.99704426  3.12465716  3.00499593  0.
 -2.27738075  6.95169153 57.18362461  3.70239559  3.58057871  0.        ]"
301,301,5.0399999999999805,-245.90000000000003,-293.6302325581396,873.8999999999996,-2.2197913086957017,16.548668910195275,56.070271698077846,-1.3209030213419426,6.02156364933667,8.75266279934546,"[-2.1740669  16.30607102 55.72730071  2.49964009  2.28488129  0.
 -2.19453731 16.42816838 55.89731831  3.07667261  2.8609443   0.
 -2.21979131 16.54866891 56.0702717   3.65374931  3.43705211  0.        ]"
302,302,5.0399999999999805,317.79999999999984,-291.6056291390729,873.8999999999996,-4.246873994272968,1.0830014597899718,33.12222064353821,-2.8615805162532744,-2.4019107246980282,-12.100129839537644,"[-4.13738919  1.16007407 33.61702809  2.21146254  2.51485313  0.
 -4.18993868  1.12617242 33.3671583   2.28568451  3.09206826  0.
 -4.24687399  1.08300146 33.12222064  2.35918433  3.66930539  0.        ]"
303,303,3.1200000000000023,-310.0,-291.66633663366343,873.8999999999996,-3.843049213509068,3.6210144786232723,0.0,-1.7060232339875614,1.3455184221922014,-31.69379023803818,"[-3.75023427  3.56864118  0.          5.26864361  3.71432206  0.
 -3.80193346  3.59383378  0.          5.29698751  4.29222969  0.
 -3.84304921  3.62101448  0.          5.32497894  4.87014371  0.        ]"
304,304,3.3600000000000025,-310.0,-291.72664473684216,873.8999999999996,-3.8115679729495575,6.813073968768601,0.0,-1.507108001416955,1.6120695044770978,-29.48973420475008,"[-3.73223387  6.75072875  0.          3.16888797  4.22886148  0.
 -3.77641911  6.78154614  0.          0.40184765  4.80611577  0.
 -3.81156797  6.81307397  0.          3.63183757  5.38341218  0.        ]"
305,305,2.700000000000002,-309.8,-291.78590163934433,873.8999999999996,-2.5953971165462604,-2.1674329407221293,0.0,-0.9662813942756816,-0.45343947943894086,-22.145130237364643,"[-2.52957665 -2.14913766  0.23988233  3.55974831  4.11309024  0.
 -2.5687612  -2.15871729  0.          3.59768058  4.6896342   0.
 -2.59539712 -2.16743294  0.          3.63514764  5.26619085  0.        ]"
306,306,2.4000000000000017,-310.0,-291.8454248366014,873.8999999999996,-1.8419064447550868,-0.33570938739095435,0.0,-2.3833237446099553,-0.018176557130444,-28.947088446800848,"[-1.76298502 -0.33764461  0.          0.02113848  1.52181061  0.
 -1.79722313 -0.33621061  0.          0.16958137  2.09787179  0.
 -1.84190644 -0.33570939  0.          0.31216479  2.67393126  0.        ]"
307,307,2.880000000000002,-310.0,-291.9045602605864,873.8999999999996,-5.223449954762442,8.845701310285452,0.0,-4.187602405146008,3.5146637446338658,-22.827896958558316,"[-5.05212254  8.68542014  0.          1.6060154   2.88395153  0.
 -5.13806641  8.77034506  0.          1.25821774  3.46073213  0.
 -5.22344995  8.84570131  0.          6.27940685  4.03750245  0.        ]"
308,308,2.880000000000002,-309.2,-291.96071428571435,873.8999999999996,-3.309303482007329,1.3470207161620698,0.0,-2.509001414681025,-0.34507774470618946,-29.285311132433396,"[-3.20292701  1.3697506   0.69320838  5.32931311  2.95712095  0.
 -3.25681945  1.35606257  0.12750879  5.38210233  3.53386342  0.
 -3.30930348  1.34702072  0.          5.43454277  4.11066338  0.        ]"
309,309,3.000000000000002,-309.0,-292.01585760517804,873.8999999999996,-4.915273589086226,-3.069235908478714,0.0,-1.6889170020373883,-1.277769892215458,-22.288311039079893,"[-4.860362   -3.01867977  0.71504217  3.15550303  0.20799035  0.
 -4.88549272 -3.04385349  0.28330976  3.20706172  0.7857495   0.
 -4.91527359 -3.06923591  0.          3.25839792  1.36347172  0.        ]"
310,310,2.940000000000002,-309.0,-292.0706451612904,873.8999999999996,-2.6863542150357365,-6.497722500267887,0.0,-0.36201614511084756,-5.85446316987599,-21.13315202943929,"[-2.64573615 -6.25087006  0.71630741  1.81877479  4.66452218  0.
 -2.67282066 -6.37647537  0.29540951  1.87555632  5.24071807  0.
 -2.68635422 -6.4977225   0.          1.93182335  5.81678492  0.        ]"
311,311,3.1800000000000024,-309.8,-292.1276527331191,873.8999999999996,-3.968294393312513,-2.874270523757126,0.0,-0.5083456040020013,-2.5748491439020365,-20.306289473184755,"[-3.93301733 -2.74719042  0.22386395  1.96571399  5.27409214  0.
 -3.9551906  -2.81618709  0.          2.0041061   5.85098805  0.
 -3.96829439 -2.87427052  0.          2.04241149  0.14466908  0.        ]"
312,312,2.580000000000002,-309.9,-292.1846153846154,873.8999999999996,-1.3361283711369252,2.830032666201364,0.0,-0.27782363757378675,-1.3823908021588645,-25.023679963049275,"[-1.34650622  2.88273515  0.05025256  3.80463563  0.58172732  0.
 -1.33680645  2.85724072  0.          4.09246078  1.15873322  0.
 -1.33612837  2.83003267  0.          4.37357998  1.73573008  0.        ]"
